ef620c08-e38d-4a3c-a50d-6537e7af043b,-18100,1604439787255
57ef4355-648e-474c-9098-0659092c7032,-19125,1604439795633
b6e15a6e-290d-4c97-8acf-26cfaf3867f3,-23008,1604439786177
4ded5a57-17ad-4bb1-9a91-68172965c3c1,-3418,1604439787159
866256cf-1c3a-4005-8bfb-601a016c6aee,16413,1604439789958
4ffd6ec8-4b9c-48e1-951f-40b434c208b9,10740,1604439787143
920d602a-a15f-4f98-b785-8700d8b156ac,-1055,1604439790762
bd2c6930-4375-4710-92df-ca4c2c4a21ed,16749,1604439795423
cc7f7427-3e96-4ad0-b8e5-961787089892,7837,1604439787453
a0ecc5ff-2508-4f61-be43-2e65f5762cf0,-19526,1604439787229
ba55338e-26ae-4467-854c-ae74d0a7b39d,-12387,1604439795209
32e402d8-196e-4b3e-af8f-a4e52c3fbf20,6141,1604439791705
a5f72c7d-6eae-473c-bfb0-24cf68ccfaf9,-9843,1604439788075
7af1e049-0995-40b8-99d8-4e1dc7415f2b,-3594,1604439786287
fc9642b3-6232-45c2-abbd-4a8d990b6d04,-23879,1604439794347
fc08263b-3ce6-4629-9d6f-c12096550872,6321,1604439791384
bb4e70d6-30ab-4f1d-bc2c-45c00d37538e,-16167,1604439789690
c336c1dd-9f50-4982-85e7-c574957493d7,21204,1604439791284
395dccce-fa64-447e-bab2-be15939ef102,-16960,1604439790087
6055968d-24d0-4865-8431-c37f4d1ce1dc,13297,1604439788054
fb930c33-bd29-4c80-810c-faedd6f7d3da,30888,1604439789789
16a6e021-7e31-4e8f-9c6a-a3c2f7c91b74,2892,1604439794667
ad393d00-9a5a-41b7-88a4-e2cb3b4f2d3a,16908,1604439793548
a9da8408-264f-4828-b6fb-4e9ec779a065,-28256,1604439793223
43ff445f-09e9-4c36-8219-95bb44b427ca,-18293,1604439789491
c5aee811-1dc3-4749-9016-e1bd5ceac7b4,32168,1604439793598
edef25c1-8039-4c4d-8fee-cae11554aab8,18929,1604439794295
88cfd792-3211-4481-aaa3-90dad8816a2d,-14803,1604439792380
5bc0a37d-a064-4554-81e2-4cd6aa12e46f,28458,1604439792082
6cf77a47-8c1f-419e-a3e7-d5a637b6e820,-5933,1604439795091
48686864-1f5b-4348-ad10-3fbd4764c754,-30213,1604439791147
5f5c93b1-aec0-40c8-b097-81a37f160dc6,24220,1604439790879
4d76267f-9b10-420b-8151-53e0480358c2,8987,1604439788637
3e14b772-24a5-4fc2-b721-dbb0e84285e7,-28958,1604439794023
9d5f0294-52b7-447f-8fe3-de3a51f58b0e,-3092,1604439792871
722f8db2-387c-4065-935e-5daf5f0b1b06,10002,1604439787841
220c84af-683d-420e-8039-1bacef00ea3a,7094,1604439787217
fb66df96-8ae5-4d5e-bcec-4e5db1362392,7542,1604439794642
d9f2697e-6281-4487-9007-b5e4a5eb9257,29339,1604439787253
868e567d-26e7-4018-86a9-5ba7068d6b06,-20551,1604439792930
77471c17-ea6d-443f-b39a-b552fd434460,-26854,1604439788673
40969a1a-38eb-4296-ac12-86f1f9cf4f3d,1805,1604439786328
c330302f-a552-4393-bac6-0a2d19a0afdb,-3122,1604439792280
ce763153-b04f-4933-8da9-292030b124a5,31769,1604439793815
d0b3f97f-d92f-4752-afc2-ec0be0286694,5300,1604439792255
f2e01eb4-430b-44a6-b6f4-57347b217a02,-22454,1604439791924
d789838e-d385-4d0f-a8c2-d3ba9e30f2a7,-25670,1604439788315
246f75cd-f46c-43db-a95b-e2511ba22cd7,-1761,1604439794099
9c30ef53-8934-4743-ab20-29288c826719,-31244,1604439787892
c3947aa5-76ef-48bc-b6d4-5e5971ea0e03,-30514,1604439786589
3f611876-7d80-4dcf-a7d7-be2db1a517e9,11209,1604439790294
5e3edf31-c4a2-46a4-9391-7076c7fc945c,-12673,1604439789280
36122e3d-ccea-4158-a2ce-dcc653082c03,2323,1604439791878
d136779e-a416-4493-8d6c-111aa7fcd3f6,-15566,1604439793556
99149ed8-868b-498e-b699-2d3ca77ba74e,23743,1604439787531
81d391c5-370f-406f-9178-ffec1143f107,24628,1604439789990
73bbf049-84ea-46d9-9038-da142d21a4c9,-21501,1604439789951
bc798439-7323-4c46-b551-b371124180c0,-23509,1604439791762
3eda3c06-11fc-435b-8d3a-0023f7fe3ac6,10872,1604439791794
4d780b70-af2a-4e0f-aa77-0cb889eddb33,23855,1604439789696
6b667ffa-5bd4-48c9-a11f-e728873520f6,-26636,1604439790841
bacf3143-c475-4437-b712-1458731f5a57,-8958,1604439790507
e88789ca-532a-407c-af72-4d4bddf6fcd3,-10826,1604439790786
455394fa-a0b2-43f7-ab21-d614fdb9c783,2193,1604439795706
ccddba22-fffd-439a-9c06-cfeb89c9b6ac,-4085,1604439790677
85838ee3-6f8a-4d69-adee-d6d2fdd964fa,14799,1604439788206
eaf97afc-c097-43c7-8163-407fd1e7ab1f,-20773,1604439788457
d8243124-38f1-4d79-8562-4f5b26f201b0,-32012,1604439793079
